file	line_no	key	line
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	2	BXPBSBBFPNFTFT	2,BXPBSBBFPNFTFT-UHFFFAOYSA-N,BXPBSBBFPNFTFT-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	2	BXPBSBBFPNFTFT-UHFFFAOYSA-N	2,BXPBSBBFPNFTFT-UHFFFAOYSA-N,BXPBSBBFPNFTFT-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	3	FDRBRRRBUPLHXEM	5,FDRBRRRBUPLHXEM-PUVROTEMSA-N,FDRBRRRBUPLHXEM-PUVROTEMSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	3	FDRBRRRBUPLHXEM-PUVROTEMSA-N	5,FDRBRRRBUPLHXEM-PUVROTEMSA-N,FDRBRRRBUPLHXEM-PUVROTEMSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	4	GAMYVSCDDILXAQW	6,GAMYVSCDDILXAQW-MIUGBVLSSA-N,GAMYVSCDDILXAQW-MIUGBVLSSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	4	GAMYVSCDDILXAQW-MIUGBVLSSA-N	6,GAMYVSCDDILXAQW-MIUGBVLSSA-N,GAMYVSCDDILXAQW-MIUGBVLSSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	5	GYLUFQJZYAJODI	9,GYLUFQJZYAJODI-UHFFFAOYSA-N,GYLUFQJZYAJODI-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	5	GYLUFQJZYAJODI-UHFFFAOYSA-N	9,GYLUFQJZYAJODI-UHFFFAOYSA-N,GYLUFQJZYAJODI-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	6	KXPQYWKYYDYOCCQ	18,KXPQYWKYYDYOCCQ-UHFFFAOYSA-N,KXPQYWKYYDYOCCQ-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	6	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	18,KXPQYWKYYDYOCCQ-UHFFFAOYSA-N,KXPQYWKYYDYOCCQ-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	7	UKMSUNONTOPQIO	35,UKMSUNONTOPQIO-UHFFFAOYSA-N,UKMSUNONTOPQIO-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	7	UKMSUNONTOPQIO-UHFFFAOYSA-N	35,UKMSUNONTOPQIO-UHFFFAOYSA-N,UKMSUNONTOPQIO-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	2	BXPBSBBFPNFTFT	BXPBSBBFPNFTFT-UHFFFAOYSA-N,BXPBSBBFPNFTFT,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	2	BXPBSBBFPNFTFT-UHFFFAOYSA-N	BXPBSBBFPNFTFT-UHFFFAOYSA-N,BXPBSBBFPNFTFT,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	3	FDRBRRRBUPLHXEM	FDRBRRRBUPLHXEM-PUVROTEMSA-N,FDRBRRRBUPLHXEM,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	3	FDRBRRRBUPLHXEM-PUVROTEMSA-N	FDRBRRRBUPLHXEM-PUVROTEMSA-N,FDRBRRRBUPLHXEM,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	4	GAMYVSCDDILXAQW	GAMYVSCDDILXAQW-MIUGBVLSSA-N,GAMYVSCDDILXAQW,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	4	GAMYVSCDDILXAQW-MIUGBVLSSA-N	GAMYVSCDDILXAQW-MIUGBVLSSA-N,GAMYVSCDDILXAQW,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	5	GYLUFQJZYAJODI	GYLUFQJZYAJODI-UHFFFAOYSA-N,GYLUFQJZYAJODI,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	5	GYLUFQJZYAJODI-UHFFFAOYSA-N	GYLUFQJZYAJODI-UHFFFAOYSA-N,GYLUFQJZYAJODI,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	6	KXPQYWKYYDYOCCQ	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N,KXPQYWKYYDYOCCQ,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	6	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N,KXPQYWKYYDYOCCQ,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	7	UKMSUNONTOPQIO	UKMSUNONTOPQIO-UHFFFAOYSA-N,UKMSUNONTOPQIO,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	7	UKMSUNONTOPQIO-UHFFFAOYSA-N	UKMSUNONTOPQIO-UHFFFAOYSA-N,UKMSUNONTOPQIO,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	3	BXPBSBBFPNFTFT	BXPBSBBFPNFTFT-UHFFFAOYSA-N,BXPBSBBFPNFTFT,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	3	BXPBSBBFPNFTFT-UHFFFAOYSA-N	BXPBSBBFPNFTFT-UHFFFAOYSA-N,BXPBSBBFPNFTFT,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	6	FDRBRRRBUPLHXEM	FDRBRRRBUPLHXEM-PUVROTEMSA-N,FDRBRRRBUPLHXEM,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	6	FDRBRRRBUPLHXEM-PUVROTEMSA-N	FDRBRRRBUPLHXEM-PUVROTEMSA-N,FDRBRRRBUPLHXEM,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	7	GAMYVSCDDILXAQW	GAMYVSCDDILXAQW-MIUGBVLSSA-N,GAMYVSCDDILXAQW,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	7	GAMYVSCDDILXAQW-MIUGBVLSSA-N	GAMYVSCDDILXAQW-MIUGBVLSSA-N,GAMYVSCDDILXAQW,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	10	GYLUFQJZYAJODI	GYLUFQJZYAJODI-UHFFFAOYSA-N,GYLUFQJZYAJODI,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	10	GYLUFQJZYAJODI-UHFFFAOYSA-N	GYLUFQJZYAJODI-UHFFFAOYSA-N,GYLUFQJZYAJODI,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	22	KXPQYWKYYDYOCCQ	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N,KXPQYWKYYDYOCCQ,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	22	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N,KXPQYWKYYDYOCCQ,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	52	UKMSUNONTOPQIO	UKMSUNONTOPQIO-UHFFFAOYSA-N,UKMSUNONTOPQIO,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	52	UKMSUNONTOPQIO-UHFFFAOYSA-N	UKMSUNONTOPQIO-UHFFFAOYSA-N,UKMSUNONTOPQIO,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	2	BXPBSBBFPNFTFT	BXPBSBBFPNFTFT-UHFFFAOYSA-N,BXPBSBBFPNFTFT,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	2	BXPBSBBFPNFTFT-UHFFFAOYSA-N	BXPBSBBFPNFTFT-UHFFFAOYSA-N,BXPBSBBFPNFTFT,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	3	FDRBRRRBUPLHXEM	FDRBRRRBUPLHXEM-PUVROTEMSA-N,FDRBRRRBUPLHXEM,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	3	FDRBRRRBUPLHXEM-PUVROTEMSA-N	FDRBRRRBUPLHXEM-PUVROTEMSA-N,FDRBRRRBUPLHXEM,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	4	GAMYVSCDDILXAQW	GAMYVSCDDILXAQW-MIUGBVLSSA-N,GAMYVSCDDILXAQW,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	4	GAMYVSCDDILXAQW-MIUGBVLSSA-N	GAMYVSCDDILXAQW-MIUGBVLSSA-N,GAMYVSCDDILXAQW,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	5	GYLUFQJZYAJODI	GYLUFQJZYAJODI-UHFFFAOYSA-N,GYLUFQJZYAJODI,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	5	GYLUFQJZYAJODI-UHFFFAOYSA-N	GYLUFQJZYAJODI-UHFFFAOYSA-N,GYLUFQJZYAJODI,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	6	KXPQYWKYYDYOCCQ	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N,KXPQYWKYYDYOCCQ,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	6	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N,KXPQYWKYYDYOCCQ,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	7	UKMSUNONTOPQIO	UKMSUNONTOPQIO-UHFFFAOYSA-N,UKMSUNONTOPQIO,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	7	UKMSUNONTOPQIO-UHFFFAOYSA-N	UKMSUNONTOPQIO-UHFFFAOYSA-N,UKMSUNONTOPQIO,,,,,,,,,,,False,False
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	3	BXPBSBBFPNFTFT	2,BXPBSBBFPNFTFT-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	3	BXPBSBBFPNFTFT-UHFFFAOYSA-N	2,BXPBSBBFPNFTFT-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	6	FDRBRRRBUPLHXEM	5,FDRBRRRBUPLHXEM-PUVROTEMSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	6	FDRBRRRBUPLHXEM-PUVROTEMSA-N	5,FDRBRRRBUPLHXEM-PUVROTEMSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	7	GAMYVSCDDILXAQW	6,GAMYVSCDDILXAQW-MIUGBVLSSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	7	GAMYVSCDDILXAQW-MIUGBVLSSA-N	6,GAMYVSCDDILXAQW-MIUGBVLSSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	10	GYLUFQJZYAJODI	9,GYLUFQJZYAJODI-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	10	GYLUFQJZYAJODI-UHFFFAOYSA-N	9,GYLUFQJZYAJODI-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	19	KXPQYWKYYDYOCCQ	18,KXPQYWKYYDYOCCQ-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	19	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	18,KXPQYWKYYDYOCCQ-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	36	UKMSUNONTOPQIO	35,UKMSUNONTOPQIO-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	36	UKMSUNONTOPQIO-UHFFFAOYSA-N	35,UKMSUNONTOPQIO-UHFFFAOYSA-N
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	2	BXPBSBBFPNFTFT	2,BXPBSBBFPNFTFT-UHFFFAOYSA-N,BXPBSBBFPNFTFT
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	2	BXPBSBBFPNFTFT-UHFFFAOYSA-N	2,BXPBSBBFPNFTFT-UHFFFAOYSA-N,BXPBSBBFPNFTFT
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	3	FDRBRRRBUPLHXEM	5,FDRBRRRBUPLHXEM-PUVROTEMSA-N,FDRBRRRBUPLHXEM
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	3	FDRBRRRBUPLHXEM-PUVROTEMSA-N	5,FDRBRRRBUPLHXEM-PUVROTEMSA-N,FDRBRRRBUPLHXEM
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	4	GAMYVSCDDILXAQW	6,GAMYVSCDDILXAQW-MIUGBVLSSA-N,GAMYVSCDDILXAQW
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	4	GAMYVSCDDILXAQW-MIUGBVLSSA-N	6,GAMYVSCDDILXAQW-MIUGBVLSSA-N,GAMYVSCDDILXAQW
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	5	GYLUFQJZYAJODI	9,GYLUFQJZYAJODI-UHFFFAOYSA-N,GYLUFQJZYAJODI
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	5	GYLUFQJZYAJODI-UHFFFAOYSA-N	9,GYLUFQJZYAJODI-UHFFFAOYSA-N,GYLUFQJZYAJODI
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	6	KXPQYWKYYDYOCCQ	18,KXPQYWKYYDYOCCQ-UHFFFAOYSA-N,KXPQYWKYYDYOCCQ
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	6	KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	18,KXPQYWKYYDYOCCQ-UHFFFAOYSA-N,KXPQYWKYYDYOCCQ
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	7	UKMSUNONTOPQIO	35,UKMSUNONTOPQIO-UHFFFAOYSA-N,UKMSUNONTOPQIO
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	7	UKMSUNONTOPQIO-UHFFFAOYSA-N	35,UKMSUNONTOPQIO-UHFFFAOYSA-N,UKMSUNONTOPQIO
