file	chunk	row_index	matched_keys	columns	row_json
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	0	0	BXPBSBBFPNFTFT;BXPBSBBFPNFTFT-UHFFFAOYSA-N	"[""s10_row"", ""inchikey"", ""ref_inchikey""]"	"{""s10_row"": ""2"", ""inchikey"": ""BXPBSBBFPNFTFT-UHFFFAOYSA-N"", ""ref_inchikey"": ""BXPBSBBFPNFTFT-UHFFFAOYSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	0	1	FDRBRRRBUPLHXEM;FDRBRRRBUPLHXEM-PUVROTEMSA-N	"[""s10_row"", ""inchikey"", ""ref_inchikey""]"	"{""s10_row"": ""5"", ""inchikey"": ""FDRBRRRBUPLHXEM-PUVROTEMSA-N"", ""ref_inchikey"": ""FDRBRRRBUPLHXEM-PUVROTEMSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	0	2	GAMYVSCDDILXAQW;GAMYVSCDDILXAQW-MIUGBVLSSA-N	"[""s10_row"", ""inchikey"", ""ref_inchikey""]"	"{""s10_row"": ""6"", ""inchikey"": ""GAMYVSCDDILXAQW-MIUGBVLSSA-N"", ""ref_inchikey"": ""GAMYVSCDDILXAQW-MIUGBVLSSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	0	3	GYLUFQJZYAJODI;GYLUFQJZYAJODI-UHFFFAOYSA-N	"[""s10_row"", ""inchikey"", ""ref_inchikey""]"	"{""s10_row"": ""9"", ""inchikey"": ""GYLUFQJZYAJODI-UHFFFAOYSA-N"", ""ref_inchikey"": ""GYLUFQJZYAJODI-UHFFFAOYSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	0	4	KXPQYWKYYDYOCCQ;KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	"[""s10_row"", ""inchikey"", ""ref_inchikey""]"	"{""s10_row"": ""18"", ""inchikey"": ""KXPQYWKYYDYOCCQ-UHFFFAOYSA-N"", ""ref_inchikey"": ""KXPQYWKYYDYOCCQ-UHFFFAOYSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_tl_exact39/metabobase_s10_missing6_from_metadata.csv	0	5	UKMSUNONTOPQIO;UKMSUNONTOPQIO-UHFFFAOYSA-N	"[""s10_row"", ""inchikey"", ""ref_inchikey""]"	"{""s10_row"": ""35"", ""inchikey"": ""UKMSUNONTOPQIO-UHFFFAOYSA-N"", ""ref_inchikey"": ""UKMSUNONTOPQIO-UHFFFAOYSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	0	0	BXPBSBBFPNFTFT;BXPBSBBFPNFTFT-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""BXPBSBBFPNFTFT-UHFFFAOYSA-N"", ""ref_inchikey14"": ""BXPBSBBFPNFTFT"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	0	1	FDRBRRRBUPLHXEM;FDRBRRRBUPLHXEM-PUVROTEMSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""FDRBRRRBUPLHXEM-PUVROTEMSA-N"", ""ref_inchikey14"": ""FDRBRRRBUPLHXEM"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	0	2	GAMYVSCDDILXAQW;GAMYVSCDDILXAQW-MIUGBVLSSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""GAMYVSCDDILXAQW-MIUGBVLSSA-N"", ""ref_inchikey14"": ""GAMYVSCDDILXAQW"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	0	3	GYLUFQJZYAJODI;GYLUFQJZYAJODI-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""GYLUFQJZYAJODI-UHFFFAOYSA-N"", ""ref_inchikey14"": ""GYLUFQJZYAJODI"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	0	4	KXPQYWKYYDYOCCQ;KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""KXPQYWKYYDYOCCQ-UHFFFAOYSA-N"", ""ref_inchikey14"": ""KXPQYWKYYDYOCCQ"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_metabobase_metadata_by_inchikey14.csv	0	5	UKMSUNONTOPQIO;UKMSUNONTOPQIO-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""UKMSUNONTOPQIO-UHFFFAOYSA-N"", ""ref_inchikey14"": ""UKMSUNONTOPQIO"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	0	1	BXPBSBBFPNFTFT;BXPBSBBFPNFTFT-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""BXPBSBBFPNFTFT-UHFFFAOYSA-N"", ""ref_inchikey14"": ""BXPBSBBFPNFTFT"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	0	4	FDRBRRRBUPLHXEM;FDRBRRRBUPLHXEM-PUVROTEMSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""FDRBRRRBUPLHXEM-PUVROTEMSA-N"", ""ref_inchikey14"": ""FDRBRRRBUPLHXEM"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	0	5	GAMYVSCDDILXAQW;GAMYVSCDDILXAQW-MIUGBVLSSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""GAMYVSCDDILXAQW-MIUGBVLSSA-N"", ""ref_inchikey14"": ""GAMYVSCDDILXAQW"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	0	8	GYLUFQJZYAJODI;GYLUFQJZYAJODI-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""GYLUFQJZYAJODI-UHFFFAOYSA-N"", ""ref_inchikey14"": ""GYLUFQJZYAJODI"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	0	20	KXPQYWKYYDYOCCQ;KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""KXPQYWKYYDYOCCQ-UHFFFAOYSA-N"", ""ref_inchikey14"": ""KXPQYWKYYDYOCCQ"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/metabobase_s10_reference_match_audit.csv	0	50	UKMSUNONTOPQIO;UKMSUNONTOPQIO-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""UKMSUNONTOPQIO-UHFFFAOYSA-N"", ""ref_inchikey14"": ""UKMSUNONTOPQIO"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	0	0	BXPBSBBFPNFTFT;BXPBSBBFPNFTFT-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""BXPBSBBFPNFTFT-UHFFFAOYSA-N"", ""ref_inchikey14"": ""BXPBSBBFPNFTFT"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	0	1	FDRBRRRBUPLHXEM;FDRBRRRBUPLHXEM-PUVROTEMSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""FDRBRRRBUPLHXEM-PUVROTEMSA-N"", ""ref_inchikey14"": ""FDRBRRRBUPLHXEM"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	0	2	GAMYVSCDDILXAQW;GAMYVSCDDILXAQW-MIUGBVLSSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""GAMYVSCDDILXAQW-MIUGBVLSSA-N"", ""ref_inchikey14"": ""GAMYVSCDDILXAQW"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	0	3	GYLUFQJZYAJODI;GYLUFQJZYAJODI-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""GYLUFQJZYAJODI-UHFFFAOYSA-N"", ""ref_inchikey14"": ""GYLUFQJZYAJODI"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	0	4	KXPQYWKYYDYOCCQ;KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""KXPQYWKYYDYOCCQ-UHFFFAOYSA-N"", ""ref_inchikey14"": ""KXPQYWKYYDYOCCQ"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_split_audit/missing_from_current_matched_file_by_inchikey14.csv	0	5	UKMSUNONTOPQIO;UKMSUNONTOPQIO-UHFFFAOYSA-N	"[""ref_inchikey"", ""ref_inchikey14"", ""meta_source_row"", ""meta_name"", ""meta_inchikey"", ""meta_inchikey14"", ""meta_smiles"", ""meta_rt_sec"", ""matched_source_row"", ""matched_name"", ""matched_inchikey"", ""matched_inchikey14"", ""has_meta_match14"", ""has_matched_file_match14""]"	"{""ref_inchikey"": ""UKMSUNONTOPQIO-UHFFFAOYSA-N"", ""ref_inchikey14"": ""UKMSUNONTOPQIO"", ""meta_source_row"": """", ""meta_name"": """", ""meta_inchikey"": """", ""meta_inchikey14"": """", ""meta_smiles"": """", ""meta_rt_sec"": """", ""matched_source_row"": """", ""matched_name"": """", ""matched_inchikey"": """", ""matched_inchikey14"": """", ""has_meta_match14"": ""False"", ""has_matched_file_match14"": ""False""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	0	1	BXPBSBBFPNFTFT;BXPBSBBFPNFTFT-UHFFFAOYSA-N	"[""s10_row"", ""inchikey""]"	"{""s10_row"": ""2"", ""inchikey"": ""BXPBSBBFPNFTFT-UHFFFAOYSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	0	4	FDRBRRRBUPLHXEM;FDRBRRRBUPLHXEM-PUVROTEMSA-N	"[""s10_row"", ""inchikey""]"	"{""s10_row"": ""5"", ""inchikey"": ""FDRBRRRBUPLHXEM-PUVROTEMSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	0	5	GAMYVSCDDILXAQW;GAMYVSCDDILXAQW-MIUGBVLSSA-N	"[""s10_row"", ""inchikey""]"	"{""s10_row"": ""6"", ""inchikey"": ""GAMYVSCDDILXAQW-MIUGBVLSSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	0	8	GYLUFQJZYAJODI;GYLUFQJZYAJODI-UHFFFAOYSA-N	"[""s10_row"", ""inchikey""]"	"{""s10_row"": ""9"", ""inchikey"": ""GYLUFQJZYAJODI-UHFFFAOYSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	0	17	KXPQYWKYYDYOCCQ;KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	"[""s10_row"", ""inchikey""]"	"{""s10_row"": ""18"", ""inchikey"": ""KXPQYWKYYDYOCCQ-UHFFFAOYSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/abcort_reference/metabobase_abcort_s10_test_inchikeys.csv	0	34	UKMSUNONTOPQIO;UKMSUNONTOPQIO-UHFFFAOYSA-N	"[""s10_row"", ""inchikey""]"	"{""s10_row"": ""35"", ""inchikey"": ""UKMSUNONTOPQIO-UHFFFAOYSA-N""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	0	0	BXPBSBBFPNFTFT;BXPBSBBFPNFTFT-UHFFFAOYSA-N	"[""s10_row"", ""inchikey"", ""inchikey14""]"	"{""s10_row"": ""2"", ""inchikey"": ""BXPBSBBFPNFTFT-UHFFFAOYSA-N"", ""inchikey14"": ""BXPBSBBFPNFTFT""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	0	1	FDRBRRRBUPLHXEM;FDRBRRRBUPLHXEM-PUVROTEMSA-N	"[""s10_row"", ""inchikey"", ""inchikey14""]"	"{""s10_row"": ""5"", ""inchikey"": ""FDRBRRRBUPLHXEM-PUVROTEMSA-N"", ""inchikey14"": ""FDRBRRRBUPLHXEM""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	0	2	GAMYVSCDDILXAQW;GAMYVSCDDILXAQW-MIUGBVLSSA-N	"[""s10_row"", ""inchikey"", ""inchikey14""]"	"{""s10_row"": ""6"", ""inchikey"": ""GAMYVSCDDILXAQW-MIUGBVLSSA-N"", ""inchikey14"": ""GAMYVSCDDILXAQW""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	0	3	GYLUFQJZYAJODI;GYLUFQJZYAJODI-UHFFFAOYSA-N	"[""s10_row"", ""inchikey"", ""inchikey14""]"	"{""s10_row"": ""9"", ""inchikey"": ""GYLUFQJZYAJODI-UHFFFAOYSA-N"", ""inchikey14"": ""GYLUFQJZYAJODI""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	0	4	KXPQYWKYYDYOCCQ;KXPQYWKYYDYOCCQ-UHFFFAOYSA-N	"[""s10_row"", ""inchikey"", ""inchikey14""]"	"{""s10_row"": ""18"", ""inchikey"": ""KXPQYWKYYDYOCCQ-UHFFFAOYSA-N"", ""inchikey14"": ""KXPQYWKYYDYOCCQ""}"
/home/lwh/projects/lrq_q/ABCoRT-main/gwn/experiments_candidate_filtering/metabobase_s10_subset/metabobase_s10_unmatched_reference_inchikeys.csv	0	5	UKMSUNONTOPQIO;UKMSUNONTOPQIO-UHFFFAOYSA-N	"[""s10_row"", ""inchikey"", ""inchikey14""]"	"{""s10_row"": ""35"", ""inchikey"": ""UKMSUNONTOPQIO-UHFFFAOYSA-N"", ""inchikey14"": ""UKMSUNONTOPQIO""}"
